PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,LAMP Assoc
P55084,HADHB,0.034122727,0.020518393,0.018291656,0.024823518,0.014919498,0.016402107,0.029175639,0.033522248,0.029032547,0.022670955,0.029032547,0.0009342,0.023971973,0.165645725,0.873527735,1,-8.312479394,"51,294",0,34,1
Q7Z628,NET1,1.52903654,1.214723461,1.956122359,2.284864642,1.438488664,2.011471376,1.456849418,1.902720948,2.078429956,1.74257945,1.902720948,0.043804149,1.724284676,0.162848601,0.875641508,1,-8.313007817,"67,740",0,4,1
P58215,LOXL3,1.679114267,1.752736676,1.744482508,1.869422088,1.751639722,1.851177188,1.760285974,1.646646439,2.021512784,1.748609592,1.760285974,0.009001554,1.756938108,0.161699466,0.876510226,1,-8.313222321,"83,166",0,11,1
P27105,STOM,0.144417748,0.430906264,0.264078664,0.129285537,0.388450784,0.228039048,0.237140613,0.166100922,0.305741066,0.204248206,0.237140613,-0.012760788,0.248552448,-0.156724347,0.880273421,1,-8.314133618,"31,731",0,4,1
Q8IXH7,NELFCD,0.057213831,0.056717027,0.069048482,0.05776634,0.067569236,0.057209056,0.05505634,0.058491083,0.069775417,0.057490085,0.058491083,0.000604991,0.059883924,0.152866208,0.883194062,1,-8.314820861,"66,247",0,23,1
Q9NVI1,FANCI,1.00E-07,0.011137236,1.00E-07,0.002581958,1.00E-07,0.016575634,1.00E-07,1.00E-07,0.005279769,0.001291029,1.00E-07,-0.000714135,0.003786916,-0.149136034,0.886019718,1,-8.315469141,"149,324",0,57,1
Q9Y512,SAMM50,0.004892753,0.018937595,1.00E-07,0.017546683,0.004785552,0.016147008,0.008270684,0.009131945,0.024789275,0.011219718,0.009131945,0.000760486,0.00996404,0.148850816,0.88623585,1,-8.315518055,"51,976",0,21,1
O95834,EML2,0.007745159,0.080431844,0.104161109,0.05223457,0.212056569,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.066333207,1.00E-07,0.008128953,0.057078694,0.14775153,0.887068961,1,-8.315705712,"70,679",0,12,1
P19404,NDUFV2,0.030641752,0.03296511,0.04133515,0.034974177,0.021670422,0.016953585,0.056118101,0.050807442,0.071306712,0.033969644,0.050807442,-0.00140834,0.035683217,-0.14222397,0.891260453,1,-8.316628363,"27,392",0,8,1
Q13443,ADAM9,0.319589431,0.308947376,0.160926754,0.327236432,0.202109491,0.385187243,0.186866522,0.313079097,0.343577798,0.314268403,0.313079097,0.00736441,0.275492793,0.123812085,0.905248584,1,-8.319449348,"90,556",0,9,1
P22234,PAICS,0.014955771,0.01736485,0.015242312,0.014965812,0.019887469,0.008304859,0.00844188,0.024032094,0.027029915,0.015104062,0.019887469,0.000465611,0.015399381,0.117391766,0.910135247,1,-8.320341668,"47,079",0,27,1
Q86Y39,NDUFA11,0.016598563,0.002004857,0.007373985,0.013388658,0.029081613,1.00E-07,0.000807098,0.012866782,0.022887699,0.010381321,0.012866782,-0.000847383,0.010265207,-0.115998743,0.91119608,1,-8.320529031,"14,852",0,6,1
